Symbol,Quantity,Filled Qty,Type,Side,Stop Price,Filled Avg Price,Status,Submitted At,Filled At
V,72,72.0,trailing_stop,sell,237.105,237.053333,filled,2023-08-17 18:56:45.277426+00:00,2023-08-17 18:56:46.024151+00:00
MRVL,302,302.0,trailing_stop,sell,57.52395,57.529669,filled,2023-08-17 18:56:40.704747+00:00,2023-08-17 18:56:43.028459+00:00
DIS,200,200.0,trailing_stop,sell,85.9716,85.96,filled,2023-08-17 18:55:57.674164+00:00,2023-08-17 18:56:00.675052+00:00
RSG,117,117.0,trailing_stop,sell,146.4705,146.446923,filled,2023-08-17 18:53:17.234285+00:00,2023-08-17 18:53:20.057484+00:00
BX,178,178.0,trailing_stop,sell,96.9111,96.87,filled,2023-08-17 18:45:34.368548+00:00,2023-08-17 18:45:34.938587+00:00
BIDU,132,132.0,trailing_stop,sell,130.05135,130.034697,filled,2023-08-17 18:23:06.880188+00:00,2023-08-17 18:23:11.373176+00:00
BABA,194,194.0,trailing_stop,sell,90.6147,90.6,filled,2023-08-17 18:14:40.386460+00:00,2023-08-17 18:14:40.902958+00:00
AZO,6,6.0,trailing_stop,sell,2479.95,2478.65,filled,2023-08-17 18:11:02.999144+00:00,2023-08-17 18:11:04.529278+00:00
HCA,64,64.0,trailing_stop,sell,265.2804,265.16,filled,2023-08-17 18:10:58.348227+00:00,2023-08-17 18:11:00.813903+00:00
EOG,134,134.0,trailing_stop,sell,130.086,130.06,filled,2023-08-17 18:06:33.516531+00:00,2023-08-17 18:06:35.304342+00:00
CAT,63,63.0,trailing_stop,sell,276.7545,276.664286,filled,2023-08-17 18:05:23.109085+00:00,2023-08-17 18:05:24.471386+00:00
FCX,444,444.0,trailing_stop,sell,39.9465,39.94,filled,2023-08-17 18:05:02.079454+00:00,2023-08-17 18:05:03.671203+00:00
GD,77,77.0,trailing_stop,sell,223.2252,223.16,filled,2023-08-17 18:01:58.978952+00:00,2023-08-17 18:02:00.531978+00:00
EW,220,220.0,trailing_stop,sell,77.25465,77.22,filled,2023-08-17 17:45:58.507820+00:00,2023-08-17 17:45:59.589443+00:00
CTAS,35,35.0,trailing_stop,sell,487.42155,486.859714,filled,2023-08-17 17:44:02.605823+00:00,2023-08-17 17:44:04.575365+00:00
LLY,31,31.0,trailing_stop,sell,541.0548,541.2,filled,2023-08-17 17:43:32.068206+00:00,2023-08-17 17:43:32.630392+00:00
GOOG,134,134.0,trailing_stop,sell,131.166387,131.143358,filled,2023-08-17 17:43:11.037526+00:00,2023-08-17 17:43:15.437869+00:00
PAYX,141,141.0,trailing_stop,sell,122.34915,122.291205,filled,2023-08-17 17:31:15.239090+00:00,2023-08-17 17:31:17.903531+00:00
NSC,83,83.0,trailing_stop,sell,208.8801,208.87,filled,2023-08-17 17:27:50.705133+00:00,2023-08-17 17:27:53.417871+00:00
AVGO,20,20.0,trailing_stop,buy,835.9063,836.31,filled,2023-08-17 16:53:51.812924+00:00,2023-08-17 16:53:54.152450+00:00
APO,216,216.0,trailing_stop,buy,79.5173,79.52,filled,2023-08-17 16:53:06.322754+00:00,2023-08-17 16:53:06.629863+00:00
SNOW,115,115.0,trailing_stop,buy,148.1569,148.17,filled,2023-08-17 16:27:47.112993+00:00,2023-08-17 16:27:49.925305+00:00
ANET,95,95.0,trailing_stop,buy,182.8807,182.93,filled,2023-08-17 16:24:33.944344+00:00,2023-08-17 16:24:35.193182+00:00
ADBE,33,33.0,trailing_stop,buy,516.9382,516.95,filled,2023-08-17 16:20:11.791793+00:00,2023-08-17 16:20:11.953710+00:00
ODFL,42,42.0,trailing_stop,buy,402.179172,402.41,filled,2023-08-17 16:12:05.769824+00:00,2023-08-17 16:12:06.261765+00:00
AFL,228,228.0,trailing_stop,sell,75.933,75.91,filled,2023-08-17 16:00:07.031613+00:00,2023-08-17 16:00:07.502528+00:00
CHTR,40,40.0,trailing_stop,sell,427.0563,427.02,filled,2023-08-17 15:56:00.951454+00:00,2023-08-17 15:56:01.270953+00:00
PNC,141,141.0,trailing_stop,sell,123.354,123.22,filled,2023-08-17 15:38:06.244575+00:00,2023-08-17 15:38:06.391548+00:00
DUK,189,189.0,trailing_stop,sell,91.266516,91.24,filled,2023-08-17 15:35:22.336555+00:00,2023-08-17 15:35:22.578513+00:00
INTC,517,517.0,trailing_stop,buy,32.6735,32.68,filled,2023-08-17 15:24:56.895986+00:00,2023-08-17 15:24:58.319430+00:00
BA,75,75.0,trailing_stop,sell,227.1951,227.2,filled,2023-08-17 15:21:28.971912+00:00,2023-08-17 15:21:29.707543+00:00
TEAM,92,92.0,trailing_stop,sell,184.281075,184.205761,filled,2023-08-17 15:19:39.852388+00:00,2023-08-17 15:19:42.265271+00:00
JNJ,100,100.0,trailing_stop,sell,173.6361,173.6126,filled,2023-08-17 15:14:00.819027+00:00,2023-08-17 15:14:02.725198+00:00
META,29,29.0,trailing_stop,buy,293.3141,293.342069,filled,2023-08-17 15:07:09.178219+00:00,2023-08-17 15:07:10.211392+00:00
PFE,488,488.0,trailing_stop,buy,36.576039,36.58,filled,2023-08-17 14:53:37.610025+00:00,2023-08-17 14:53:38.603660+00:00
ABNB,134,134.0,trailing_stop,buy,128.644306,128.64,filled,2023-08-17 14:53:20.452779+00:00,2023-08-17 14:53:20.897453+00:00
DXCM,156,156.0,trailing_stop,buy,109.9789,110.03,filled,2023-08-17 14:52:09.593340+00:00,2023-08-17 14:52:10.943422+00:00
MELI,13,13.0,trailing_stop,sell,1214.8587,1213.33,filled,2023-08-17 14:35:03.571737+00:00,2023-08-17 14:35:04.514154+00:00
MMM,172,0.0,trailing_stop,buy,102.7271,,canceled,2023-08-17 14:13:13.602865+00:00,
MMM,172,172.0,market,sell,,101.731279,filled,2023-08-17 14:13:11.268929+00:00,2023-08-17 14:13:12.748515+00:00
INTC,517,517.0,market,sell,,32.65,filled,2023-08-17 14:13:09.900134+00:00,2023-08-17 14:13:10.366158+00:00
T,1230,0.0,trailing_stop,buy,14.1299,,canceled,2023-08-17 14:13:09.793141+00:00,
T,1230,1230.0,market,sell,,14.01,filled,2023-08-17 14:13:08.586825+00:00,2023-08-17 14:13:09.194860+00:00
ABNB,134,134.0,market,sell,,128.27,filled,2023-08-17 14:13:07.213588+00:00,2023-08-17 14:13:07.732546+00:00
SNOW,115,115.0,market,sell,,147.95,filled,2023-08-17 14:13:05.795862+00:00,2023-08-17 14:13:06.401505+00:00
TMUS,125,0.0,trailing_stop,buy,137.5317,,canceled,2023-08-17 14:13:05.690253+00:00,
TMUS,125,125.0,market,sell,,138.24,filled,2023-08-17 14:13:04.280720+00:00,2023-08-17 14:13:04.985084+00:00
TJX,194,0.0,trailing_stop,buy,89.1224,,canceled,2023-08-17 14:13:04.158101+00:00,
TJX,194,194.0,market,sell,,89.36,filled,2023-08-17 14:13:02.903136+00:00,2023-08-17 14:13:03.259904+00:00
STZ,65,0.0,trailing_stop,buy,259.57,,canceled,2023-08-17 14:13:02.748384+00:00,
STZ,65,65.0,market,sell,,261.74,filled,2023-08-17 14:13:00.409467+00:00,2023-08-17 14:13:01.597349+00:00
SRE,122,0.0,trailing_stop,buy,143.3897,,canceled,2023-08-17 14:13:00.303370+00:00,
SRE,122,122.0,market,sell,,143.2,filled,2023-08-17 14:12:58.892955+00:00,2023-08-17 14:12:59.632633+00:00
OXY,277,0.0,trailing_stop,buy,63.684843,,canceled,2023-08-17 14:12:58.683723+00:00,
OXY,277,277.0,market,sell,,63.86,filled,2023-08-17 14:12:57.318876+00:00,2023-08-17 14:12:57.935238+00:00
APO,216,216.0,market,sell,,79.775741,filled,2023-08-17 14:12:54.830994+00:00,2023-08-17 14:12:56.537115+00:00
ADSK,85,0.0,trailing_stop,buy,200.5355,,canceled,2023-08-17 14:12:54.725696+00:00,
ADSK,85,85.0,market,sell,,200.997412,filled,2023-08-17 14:12:52.385610+00:00,2023-08-17 14:12:53.993432+00:00
PANW,81,0.0,trailing_stop,buy,208.9589,,canceled,2023-08-17 14:12:52.275963+00:00,
PANW,81,81.0,market,sell,,209.696296,filled,2023-08-17 14:12:48.844281+00:00,2023-08-17 14:12:51.104767+00:00
XOM,163,0.0,trailing_stop,buy,109.34765,,canceled,2023-08-17 14:12:48.742285+00:00,
XOM,163,163.0,market,sell,,109.248466,filled,2023-08-17 14:12:43.260647+00:00,2023-08-17 14:12:47.671403+00:00
VMW,111,0.0,trailing_stop,buy,156.4591,,canceled,2023-08-17 14:12:43.160161+00:00,
VMW,111,111.0,market,sell,,155.77,filled,2023-08-17 14:12:41.931400+00:00,2023-08-17 14:12:42.491310+00:00
ANET,95,95.0,market,sell,,183.17,filled,2023-08-17 14:12:40.580917+00:00,2023-08-17 14:12:40.984669+00:00
META,29,29.0,market,sell,,293.12,filled,2023-08-17 14:12:39.218266+00:00,2023-08-17 14:12:39.712598+00:00
AON,53,0.0,trailing_stop,buy,322.3516,,canceled,2023-08-17 14:12:39.106897+00:00,
AON,53,53.0,market,sell,,323.23,filled,2023-08-17 14:12:35.704064+00:00,2023-08-17 14:12:38.052425+00:00
IBM,123,0.0,trailing_stop,buy,142.1373,,canceled,2023-08-17 14:12:35.598181+00:00,
IBM,123,123.0,market,sell,,142.32,filled,2023-08-17 14:12:33.041267+00:00,2023-08-17 14:12:34.914632+00:00
NXPI,88,0.0,trailing_stop,buy,195.5461,,canceled,2023-08-17 14:12:32.146283+00:00,
NXPI,88,88.0,market,sell,,196.21,filled,2023-08-17 14:12:30.887004+00:00,2023-08-17 14:12:31.460093+00:00
ETN,80,0.0,trailing_stop,buy,215.9986,,canceled,2023-08-17 14:12:30.732913+00:00,
ETN,80,80.0,market,sell,,217.95,filled,2023-08-17 14:12:28.403831+00:00,2023-08-17 14:12:30.203485+00:00
PFE,488,488.0,market,sell,,36.23,filled,2023-08-17 14:12:25.433502+00:00,2023-08-17 14:12:26.827275+00:00
REGN,21,0.0,trailing_stop,buy,802.61165,,canceled,2023-08-17 14:12:25.317172+00:00,
REGN,21,21.0,market,sell,,795.28,filled,2023-08-17 14:12:24.118265+00:00,2023-08-17 14:12:24.875644+00:00
NEE,256,0.0,trailing_stop,buy,67.9629,,canceled,2023-08-17 14:12:24.012254+00:00,
NEE,256,256.0,market,sell,,67.79,filled,2023-08-17 14:12:19.512178+00:00,2023-08-17 14:12:23.074435+00:00
SCHW,286,0.0,trailing_stop,buy,60.2465,,canceled,2023-08-17 14:12:19.409412+00:00,
SCHW,286,286.0,market,sell,,60.27,filled,2023-08-17 14:12:18.117675+00:00,2023-08-17 14:12:18.642472+00:00
HD,52,0.0,trailing_stop,buy,330.4821,,canceled,2023-08-17 14:12:17.962218+00:00,
HD,52,52.0,market,sell,,334.81,filled,2023-08-17 14:12:15.598853+00:00,2023-08-17 14:12:17.225123+00:00
BDX,62,0.0,trailing_stop,buy,277.548,,canceled,2023-08-17 14:12:15.462445+00:00,
BDX,62,62.0,market,sell,,276.06,filled,2023-08-17 14:12:14.096932+00:00,2023-08-17 14:12:14.819924+00:00
ADP,69,0.0,trailing_stop,buy,251.92935,,canceled,2023-08-17 14:12:13.996129+00:00,
ADP,69,69.0,market,sell,,251.99,filled,2023-08-17 14:12:11.591220+00:00,2023-08-17 14:12:13.276544+00:00
VZ,521,521.0,market,sell,,33.07,filled,2023-08-17 14:12:10.192327+00:00,2023-08-17 14:12:11.043634+00:00
SBUX,175,0.0,trailing_stop,buy,97.5458,,canceled,2023-08-17 14:12:10.056259+00:00,
SBUX,175,175.0,market,sell,,98.41,filled,2023-08-17 14:12:08.685959+00:00,2023-08-17 14:12:09.533704+00:00
ODFL,42,42.0,market,sell,,408.43,filled,2023-08-17 14:12:05.085039+00:00,2023-08-17 14:12:07.812359+00:00
VLO,132,0.0,trailing_stop,buy,133.30384,,canceled,2023-08-17 14:12:04.981116+00:00,
VLO,132,132.0,market,sell,,134.05,filled,2023-08-17 14:12:02.678619+00:00,2023-08-17 14:12:04.433759+00:00
WFC,410,0.0,trailing_stop,buy,42.6826,,canceled,2023-08-17 14:12:02.578977+00:00,
WFC,410,410.0,market,sell,,42.57,filled,2023-08-17 14:12:00.276937+00:00,2023-08-17 14:12:01.713886+00:00
DXCM,156,156.0,market,sell,,109.88,filled,2023-08-17 14:11:57.835819+00:00,2023-08-17 14:11:59.778238+00:00
CME,84,0.0,trailing_stop,buy,206.03798,,canceled,2023-08-17 14:11:57.727084+00:00,
CME,84,84.0,market,sell,,205.65,filled,2023-08-17 14:11:56.485452+00:00,2023-08-17 14:11:57.275148+00:00
AVGO,20,20.0,market,sell,,834.31,filled,2023-08-17 14:11:55.149454+00:00,2023-08-17 14:11:55.501742+00:00
ATVI,190,0.0,trailing_stop,buy,91.405,,canceled,2023-08-17 14:11:55.037901+00:00,
ATVI,190,190.0,market,sell,,90.72,filled,2023-08-17 14:11:52.756326+00:00,2023-08-17 14:11:53.945369+00:00
ADBE,33,33.0,market,sell,,515.315455,filled,2023-08-17 14:11:49.655613+00:00,2023-08-17 14:11:51.578607+00:00
DIS,200,200.0,market,buy,,86.84,filled,2023-08-17 14:11:44.353494+00:00,2023-08-17 14:11:48.492012+00:00
JNJ,100,100.0,market,buy,,175.09,filled,2023-08-17 14:11:41.940646+00:00,2023-08-17 14:11:43.177253+00:00
HCA,64,64.0,market,buy,,268.12,filled,2023-08-17 14:11:40.496441+00:00,2023-08-17 14:11:41.218712+00:00
FTNT,298,0.0,trailing_stop,sell,57.4794,,canceled,2023-08-17 14:11:40.390021+00:00,
FTNT,298,298.0,market,buy,,57.98,filled,2023-08-17 14:11:38.022756+00:00,2023-08-17 14:11:39.687749+00:00
PNC,141,141.0,market,buy,,124.16,filled,2023-08-17 14:11:36.663214+00:00,2023-08-17 14:11:37.074602+00:00
V,72,72.0,market,buy,,239.36,filled,2023-08-17 14:11:34.272590+00:00,2023-08-17 14:11:35.397647+00:00
NOC,40,0.0,trailing_stop,sell,427.9275,,canceled,2023-08-17 14:11:34.164462+00:00,
NOC,40,40.0,market,buy,,431.91,filled,2023-08-17 14:11:31.820184+00:00,2023-08-17 14:11:33.738283+00:00
PM,184,184.0,market,buy,,93.94,filled,2023-08-17 14:11:30.440860+00:00,2023-08-17 14:11:31.513874+00:00
BA,75,75.0,market,buy,,228.79,filled,2023-08-17 14:11:29.077299+00:00,2023-08-17 14:11:29.790555+00:00
RSG,117,117.0,market,buy,,147.68,filled,2023-08-17 14:11:24.519174+00:00,2023-08-17 14:11:28.277609+00:00
BAC,592,0.0,trailing_stop,sell,29.0961,,canceled,2023-08-17 14:11:24.411071+00:00,
BAC,592,592.0,market,buy,,29.31,filled,2023-08-17 14:11:23.153275+00:00,2023-08-17 14:11:24.132205+00:00
EOG,134,134.0,market,buy,,131.210821,filled,2023-08-17 14:11:21.757420+00:00,2023-08-17 14:11:22.683781+00:00
ADM,211,211.0,market,buy,,82.85,filled,2023-08-17 14:11:16.169247+00:00,2023-08-17 14:11:18.948598+00:00
LMT,38,0.0,trailing_stop,sell,445.7178,,canceled,2023-08-17 14:11:16.056446+00:00,
LMT,38,38.0,market,buy,,449.98,filled,2023-08-17 14:11:14.841332+00:00,2023-08-17 14:11:15.561380+00:00
TEAM,92,92.0,market,buy,,183.94,filled,2023-08-17 14:11:13.536873+00:00,2023-08-17 14:11:13.876166+00:00
MELI,13,13.0,market,buy,,1227.83,filled,2023-08-17 14:11:10.982005+00:00,2023-08-17 14:11:12.873689+00:00
FCX,444,444.0,market,buy,,39.94,filled,2023-08-17 14:11:08.155814+00:00,2023-08-17 14:11:10.725856+00:00
AZO,6,6.0,market,buy,,2493.83,filled,2023-08-17 14:11:05.655778+00:00,2023-08-17 14:11:06.963602+00:00
DUK,189,189.0,market,buy,,91.41,filled,2023-08-17 14:11:04.286958+00:00,2023-08-17 14:11:04.983545+00:00
EW,220,220.0,market,buy,,78.049591,filled,2023-08-17 14:11:01.769927+00:00,2023-08-17 14:11:03.859860+00:00
LLY,31,31.0,market,buy,,546.59,filled,2023-08-17 14:11:00.394280+00:00,2023-08-17 14:11:00.809499+00:00
MCHP,217,217.0,market,buy,,79.34,filled,2023-08-17 14:10:59.025392+00:00,2023-08-17 14:10:59.829865+00:00
AXP,107,107.0,market,buy,,162.41,filled,2023-08-17 14:10:55.486819+00:00,2023-08-17 14:10:57.810698+00:00
BX,178,178.0,market,buy,,97.2,filled,2023-08-17 14:10:52.006127+00:00,2023-08-17 14:10:54.524191+00:00
NSC,83,83.0,market,buy,,210.31,filled,2023-08-17 14:10:49.623363+00:00,2023-08-17 14:10:51.774239+00:00
HSY,79,0.0,trailing_stop,sell,216.81,,canceled,2023-08-17 14:10:49.509661+00:00,
HSY,79,79.0,market,buy,,219.09,filled,2023-08-17 14:10:48.271991+00:00,2023-08-17 14:10:49.141023+00:00
CTAS,35,35.0,market,buy,,490.58,filled,2023-08-17 14:10:44.799331+00:00,2023-08-17 14:10:47.506047+00:00
CAT,63,63.0,market,buy,,278.87,filled,2023-08-17 14:10:43.457034+00:00,2023-08-17 14:10:44.303747+00:00
GD,77,77.0,market,buy,,225.130779,filled,2023-08-17 14:10:41.036401+00:00,2023-08-17 14:10:43.180062+00:00
PAYX,141,141.0,market,buy,,123.32,filled,2023-08-17 14:10:38.602550+00:00,2023-08-17 14:10:40.639745+00:00
AFL,228,228.0,market,buy,,76.45,filled,2023-08-17 14:10:37.283510+00:00,2023-08-17 14:10:38.179766+00:00
BABA,194,194.0,market,buy,,91.185825,filled,2023-08-17 14:10:33.833989+00:00,2023-08-17 14:10:36.154326+00:00
MRVL,302,302.0,market,buy,,57.265762,filled,2023-08-17 14:10:31.415775+00:00,2023-08-17 14:10:33.044797+00:00
WDAY,131,131.0,market,sell,,227.99,filled,2023-08-17 14:10:31.220868+00:00,2023-08-17 14:10:31.912282+00:00
BIDU,132,132.0,market,buy,,130.57,filled,2023-08-17 14:10:30.118175+00:00,2023-08-17 14:10:30.447627+00:00
CHTR,40,40.0,market,buy,,429.63,filled,2023-08-17 14:10:28.736747+00:00,2023-08-17 14:10:29.163094+00:00
UPS,101,0.0,trailing_stop,sell,169.53255,,canceled,2023-08-17 14:10:28.637806+00:00,
UPS,101,101.0,market,buy,,170.77,filled,2023-08-17 14:10:24.834817+00:00,2023-08-17 14:10:27.496517+00:00
GOOG,134,134.0,market,buy,,130.52,filled,2023-08-17 14:10:23.495510+00:00,2023-08-17 14:10:24.089404+00:00
WDAY,75,0.0,trailing_stop,sell,225.7992,,canceled,2023-08-17 14:10:23.392618+00:00,
WDAY,75,75.0,market,buy,,228.17,filled,2023-08-17 14:10:22.183233+00:00,2023-08-17 14:10:22.782137+00:00
WDAY,56,56.0,market,buy,,228.17,filled,2023-08-17 14:10:03.705345+00:00,2023-08-17 14:10:04.930143+00:00
PAYX,104,104.0,market,sell,,122.423942,filled,2023-08-17 08:00:03.632605+00:00,2023-08-17 13:30:09.910171+00:00
GD,58,58.0,market,sell,,223.72,filled,2023-08-17 08:00:03.628398+00:00,2023-08-17 13:30:14.499590+00:00
HD,39,39.0,market,buy,,334.442051,filled,2023-08-17 08:00:03.620858+00:00,2023-08-17 13:30:20.443289+00:00
CHTR,30,30.0,market,sell,,426.71,filled,2023-08-17 08:00:03.612598+00:00,2023-08-17 13:30:24.092382+00:00
DE,30,30.0,market,buy,,419.588333,filled,2023-08-17 08:00:03.599919+00:00,2023-08-17 13:30:22.237370+00:00
MA,32,32.0,market,buy,,396.91,filled,2023-08-17 08:00:03.588537+00:00,2023-08-17 13:30:19.410848+00:00
NOC,30,30.0,market,sell,,427.44,filled,2023-08-17 08:00:03.565365+00:00,2023-08-17 13:30:02.245583+00:00
NXPI,64,64.0,market,buy,,197.88,filled,2023-08-17 08:00:03.550884+00:00,2023-08-17 13:30:13.086812+00:00
BX,132,132.0,market,sell,,96.816667,filled,2023-08-17 08:00:03.546498+00:00,2023-08-17 13:30:18.363710+00:00
JPM,42,42.0,market,buy,,151.206428,filled,2023-08-17 08:00:03.541868+00:00,2023-08-17 13:30:17.950422+00:00
VLO,98,98.0,market,buy,,133.0,filled,2023-08-17 08:00:03.533212+00:00,2023-08-17 13:30:13.853790+00:00
ADM,157,157.0,market,sell,,82.567005,filled,2023-08-17 08:00:03.525459+00:00,2023-08-17 13:30:25.205018+00:00
LMT,29,29.0,market,sell,,445.961034,filled,2023-08-17 08:00:03.517253+00:00,2023-08-17 13:30:12.514006+00:00
AFL,171,171.0,market,sell,,76.027368,filled,2023-08-17 08:00:03.500609+00:00,2023-08-17 13:30:24.846743+00:00
RSG,88,88.0,market,sell,,147.615909,filled,2023-08-17 08:00:03.488964+00:00,2023-08-17 13:30:20.075699+00:00
DUK,141,141.0,market,sell,,90.702624,filled,2023-08-17 08:00:03.480366+00:00,2023-08-17 13:30:16.177331+00:00
SPY,859,859.0,market,buy,,441.12,filled,2023-08-17 08:00:03.467881+00:00,2023-08-17 13:30:09.292604+00:00
BDX,46,46.0,market,buy,,277.912826,filled,2023-08-17 08:00:03.455096+00:00,2023-08-17 13:30:24.032618+00:00
V,54,54.0,market,sell,,239.7,filled,2023-08-17 08:00:03.437016+00:00,2023-08-17 13:30:00.951904+00:00
SCHW,212,212.0,market,buy,,60.33,filled,2023-08-17 08:00:03.429131+00:00,2023-08-17 13:30:11.438196+00:00
EW,162,162.0,trailing_stop,sell,78.9426,78.929444,filled,2023-08-16 19:52:10.409463+00:00,2023-08-16 19:52:13.883671+00:00
LLY,23,23.0,trailing_stop,sell,545.9058,545.83,filled,2023-08-16 19:35:23.483430+00:00,2023-08-16 19:35:27.456167+00:00
MO,300,300.0,trailing_stop,sell,42.72345,42.72,filled,2023-08-16 19:30:39.442509+00:00,2023-08-16 19:30:40.759409+00:00
CTAS,26,26.0,trailing_stop,sell,492.0993,491.45,filled,2023-08-16 19:15:57.066803+00:00,2023-08-16 19:15:58.044985+00:00
NSC,62,62.0,trailing_stop,sell,207.50895,207.45,filled,2023-08-16 19:15:54.368546+00:00,2023-08-16 19:15:54.810450+00:00
HSY,58,58.0,trailing_stop,sell,219.3048,219.25,filled,2023-08-16 19:15:47.770012+00:00,2023-08-16 19:15:50.178631+00:00
PNC,104,104.0,trailing_stop,sell,122.453001,122.44,filled,2023-08-16 19:11:13.530547+00:00,2023-08-16 19:11:13.756794+00:00
UPS,74,74.0,trailing_stop,sell,171.2205,171.2,filled,2023-08-16 19:11:05.073933+00:00,2023-08-16 19:11:06.306496+00:00
BAC,432,432.0,trailing_stop,sell,29.3436,29.34,filled,2023-08-16 18:12:32.382174+00:00,2023-08-16 18:12:32.794400+00:00
PM,136,136.0,trailing_stop,sell,94.3965,94.4,filled,2023-08-16 18:02:34.503050+00:00,2023-08-16 18:02:36.677121+00:00
FCX,325,325.0,trailing_stop,sell,39.6891,39.68,filled,2023-08-16 18:00:49.276811+00:00,2023-08-16 18:00:50.616133+00:00
AZO,5,5.0,trailing_stop,sell,2502.57645,2495.41,filled,2023-08-16 17:24:28.250060+00:00,2023-08-16 17:24:29.361187+00:00
HCA,48,48.0,trailing_stop,sell,267.96825,267.916667,filled,2023-08-16 17:23:47.742973+00:00,2023-08-16 17:23:48.930394+00:00
JNJ,74,74.0,trailing_stop,sell,172.8738,172.85,filled,2023-08-16 17:10:26.358554+00:00,2023-08-16 17:10:26.881037+00:00
AXP,80,80.0,trailing_stop,sell,160.964001,160.904501,filled,2023-08-16 17:10:25.385424+00:00,2023-08-16 17:10:28.043991+00:00
FTNT,218,218.0,trailing_stop,sell,58.7466,58.71,filled,2023-08-16 16:57:02.211609+00:00,2023-08-16 16:57:03.362810+00:00
EOG,100,100.0,trailing_stop,sell,129.19005,129.14,filled,2023-08-16 16:55:18.515275+00:00,2023-08-16 16:55:19.159376+00:00
MCHP,160,160.0,trailing_stop,sell,80.1504,80.141875,filled,2023-08-16 16:10:46.208885+00:00,2023-08-16 16:10:48.330830+00:00
MELI,10,10.0,trailing_stop,sell,1270.40265,1270.5,filled,2023-08-16 16:10:31.843882+00:00,2023-08-16 16:10:32.368010+00:00
KLAC,26,26.0,trailing_stop,sell,481.56471,481.187308,filled,2023-08-16 15:57:02.974110+00:00,2023-08-16 15:57:03.936717+00:00
WDAY,56,56.0,trailing_stop,sell,232.1649,232.05,filled,2023-08-16 15:47:24.513219+00:00,2023-08-16 15:47:25.748518+00:00
MRVL,219,219.0,trailing_stop,sell,58.0041,57.99,filled,2023-08-16 15:45:04.219720+00:00,2023-08-16 15:45:05.480899+00:00
GOOG,99,99.0,trailing_stop,sell,129.588525,129.59,filled,2023-08-16 15:44:17.948587+00:00,2023-08-16 15:44:18.632356+00:00
BIDU,95,95.0,trailing_stop,sell,130.8978,130.84,filled,2023-08-16 15:38:57.919379+00:00,2023-08-16 15:38:59.311021+00:00
CAT,46,46.0,trailing_stop,sell,278.5266,278.44,filled,2023-08-16 15:32:34.594876+00:00,2023-08-16 15:32:35.290717+00:00
BABA,141,141.0,trailing_stop,sell,89.595,89.58,filled,2023-08-16 15:29:20.683134+00:00,2023-08-16 15:29:21.325315+00:00
TEAM,67,67.0,trailing_stop,sell,192.8124,192.770448,filled,2023-08-16 14:40:42.202919+00:00,2023-08-16 14:40:43.391834+00:00
SPY,859,859.0,market,sell,,443.18,filled,2023-08-16 14:05:34.503296+00:00,2023-08-16 14:05:34.877534+00:00
SCHW,212,0.0,trailing_stop,buy,60.96865,,canceled,2023-08-16 14:05:34.398404+00:00,
SCHW,212,212.0,market,sell,,60.57,filled,2023-08-16 14:05:30.893893+00:00,2023-08-16 14:05:33.238096+00:00
HD,39,0.0,trailing_stop,buy,336.2896,,canceled,2023-08-16 14:05:30.779605+00:00,
HD,39,39.0,market,sell,,336.05,filled,2023-08-16 14:05:29.434455+00:00,2023-08-16 14:05:29.754504+00:00
BDX,46,0.0,trailing_stop,buy,279.0529,,canceled,2023-08-16 14:05:29.332853+00:00,
BDX,46,46.0,market,sell,,278.27,filled,2023-08-16 14:05:25.903266+00:00,2023-08-16 14:05:28.328657+00:00
DE,30,0.0,trailing_stop,buy,427.432,,canceled,2023-08-16 14:05:25.781591+00:00,
DE,30,30.0,market,sell,,432.03,filled,2023-08-16 14:05:24.519508+00:00,2023-08-16 14:05:25.568225+00:00
JPM,42,0.0,trailing_stop,buy,151.1768,,canceled,2023-08-16 14:05:24.416149+00:00,
JPM,42,42.0,market,sell,,150.68,filled,2023-08-16 14:05:23.154535+00:00,2023-08-16 14:05:23.979828+00:00
MA,32,0.0,trailing_stop,buy,398.2632,,canceled,2023-08-16 14:05:23.049247+00:00,
MA,32,32.0,market,sell,,398.27,filled,2023-08-16 14:05:21.789477+00:00,2023-08-16 14:05:22.191941+00:00
NXPI,64,0.0,trailing_stop,buy,197.7883,,canceled,2023-08-16 14:05:21.681861+00:00,
NXPI,64,64.0,market,sell,,200.32,filled,2023-08-16 14:05:20.390589+00:00,2023-08-16 14:05:21.044676+00:00
VLO,98,0.0,trailing_stop,buy,131.7747,,canceled,2023-08-16 14:05:20.289861+00:00,
VLO,98,98.0,market,sell,,131.988163,filled,2023-08-16 14:05:16.840119+00:00,2023-08-16 14:05:19.157317+00:00
MO,300,300.0,market,buy,,43.059967,filled,2023-08-16 14:05:12.217666+00:00,2023-08-16 14:05:15.788242+00:00
KLAC,26,26.0,market,buy,,484.020769,filled,2023-08-16 14:05:09.744685+00:00,2023-08-16 14:05:11.048918+00:00
HCA,48,48.0,market,buy,,270.61,filled,2023-08-16 14:05:08.381355+00:00,2023-08-16 14:05:08.959296+00:00
RSG,88,0.0,trailing_stop,sell,147.1536,,canceled,2023-08-16 14:05:08.281864+00:00,
RSG,88,88.0,market,buy,,147.13,filled,2023-08-16 14:05:07.013193+00:00,2023-08-16 14:05:07.102690+00:00
JNJ,74,74.0,market,buy,,174.48,filled,2023-08-16 14:05:04.563298+00:00,2023-08-16 14:05:05.870585+00:00
